







1687168381.853	idleblink
1687168386.213	idleblink
1687168390.774	idleblink
1687168394.033	idleblink
1687168398.373	idleblink
1687168402.574	idleblink
1687168405.034	idleblink
1687168411.354	idleblink
1687168415.054	idleblink
1687168418.433	idleblink
1687168422.573	idleblink
1687168425.553	idleblink
1687168430.853	idleblink
1687168434.513	idleblink
1687168437.653	idleblink
1687168441.353	idleblink
1687168446.173	idleblink
1687168450.613	idleblink
1687168452.653	idleblink
1687168456.433	idleblink
1687168461.333	idleblink
1687168465.594	idleblink
1687168470.093	idleblink
1687168472.034	idleblink
1687168477.053	idleblink
1687168478.953	idleblink
1687168484.454	idleblink
1687168487.893	idleblink
1687168491.753	idleblink
1687168495.993	idleblink
1687168499.193	idleblink
1687168502.593	idleblink
1687168506.014	idleblink
1687168509.933	idleblink
1687168513.173	idleblink
1687168516.414	idleblink
1687168521.354	idleblink
1687168526.534	idleblink
1687168530.074	idleblink
1687168533.073	idleblink
1687168536.113	idleblink
1687168539.694	idleblink
1687168543.673	idleblink
1687168544.933	idleblink
1687168547.113	idleblink
1687168551.653	idleblink
1687168559.053	idleblink
1687168565.314	idleblink
1687168569.233	idleblink
1687168571.753	idleblink
1687168574.273	idleblink
1687168579.953	idleblink
1687168582.513	idleblink
1687168588.473	idleblink
1687168591.793	idleblink
1687168596.273	idleblink
1687168600.073	idleblink
1687168605.133	idleblink
1687168609.454	idleblink
1687168615.913	idleblink
1687168621.053	idleblink
1687168626.353	idleblink
1687168629.233	idleblink
1687168632.354	idleblink
1687168634.953	idleblink
1687168638.474	idleblink
1687168643.413	idleblink
1687168645.273	idleblink
1687168649.814	idleblink
1687168653.974	idleblink
1687168658.813	idleblink
1687168663.053	idleblink
1687168666.173	idleblink
1687168669.233	idleblink
1687168674.094	idleblink
1687168675.173	idleblink
1687168680.013	idleblink
1687168685.254	idleblink
1687168692.653	idleblink
1687168695.074	idleblink
1687168698.654	idleblink
1687168699.074	idleblink
1687168702.853	idleblink
1687168703.513	idleblink
1687168707.673	idleblink
1687168709.673	idleblink
1687168713.173	idleblink
1687168719.033	idleblink
1687168724.593	idleblink
1687168728.093	idleblink
1687168731.953	idleblink
1687168734.853	idleblink
1687168741.613	idleblink
1687168747.413	idleblink
1687168751.714	idleblink
1687168755.154	idleblink
1687168759.193	idleblink
1687168764.073	idleblink
1687168768.934	idleblink
1687168772.373	idleblink
1687168777.054	idleblink
1687168782.274	idleblink
1687168785.994	idleblink
1687168789.314	idleblink
1687168795.394	idleblink
1687168799.633	idleblink
1687168803.114	idleblink
1687168808.314	idleblink
1687168811.113	idleblink
1687168814.913	idleblink
1687168819.053	idleblink
1687168823.633	idleblink
1687168827.554	idleblink
1687168830.533	idleblink
1687168833.554	idleblink
1687168838.893	idleblink
1687168845.993	idleblink
1687168848.654	idleblink
1687168853.533	idleblink
1687168856.254	idleblink
1687168859.334	idleblink
1687168863.313	idleblink
1687168865.333	idleblink
1687168870.073	idleblink
1687168873.433	idleblink
1687168879.453	idleblink
1687168885.013	idleblink
1687168890.473	idleblink
1687168895.433	idleblink
1687168896.553	idleblink
1687168903.493	idleblink
1687168906.573	idleblink
1687168911.633	idleblink
1687168913.113	idleblink
1687168914.213	idleblink
1687168917.273	idleblink
1687168919.673	idleblink
1687168925.133	idleblink
1687168928.094	idleblink
1687168932.353	idleblink
1687168937.754	idleblink
1687168941.873	idleblink
1687168944.873	idleblink
1687168948.754	idleblink
1687168950.834	idleblink
1687168954.393	idleblink
1687168956.993	idleblink
1687168960.874	idleblink
1687168963.494	idleblink
1687168970.033	idleblink
1687168973.773	idleblink
1687168979.013	idleblink
1687168981.953	idleblink
1687168987.093	idleblink
1687168989.493	idleblink
1687168992.873	idleblink
1687168993.073	idleblink
1687168996.453	idleblink
1687168999.273	idleblink
1687169004.134	idleblink
1687169006.633	idleblink
1687169009.933	idleblink
1687169013.653	idleblink
1687169017.753	idleblink
1687169020.673	idleblink
1687169023.834	idleblink
1687169025.114	idleblink
1687169031.693	idleblink
1687169035.513	idleblink
1687169039.853	idleblink
1687169044.313	idleblink
1687169049.194	idleblink
1687169052.393	idleblink
1687169058.393	idleblink
1687169061.574	idleblink
1687169065.633	idleblink
1687169070.433	idleblink
1687169074.653	idleblink
1687169077.413	idleblink
1687169080.714	idleblink
1687169086.793	idleblink
1687169090.833	idleblink
1687169093.174	idleblink
1687169098.074	idleblink
1687169101.914	idleblink
1687169107.754	idleblink
1687169114.453	idleblink
1687169121.133	idleblink
1687169125.153	idleblink
1687169129.513	idleblink
1687169134.434	idleblink
1687169139.453	idleblink
1687169141.974	idleblink
1687169146.153	idleblink
1687169151.253	idleblink
1687169155.493	idleblink
1687169157.993	idleblink
1687169165.033	idleblink
1687169168.213	idleblink
1687169173.713	idleblink
1687169178.214	idleblink
1687169182.993	idleblink
1687169185.714	idleblink
1687169191.213	idleblink
1687169195.053	idleblink
1687169197.713	idleblink
1687169202.533	idleblink
1687169206.713	idleblink
1687169213.153	idleblink
1687169217.814	idleblink
1687169222.014	idleblink
1687169226.633	idleblink
1687169229.673	idleblink
1687169231.533	idleblink
1687169236.993	idleblink
1687169239.373	idleblink
1687169243.033	idleblink
1687169244.973	idleblink
1687169250.793	idleblink
1687169255.094	idleblink
1687169259.554	idleblink
1687169262.873	idleblink
1687169265.853	idleblink
1687169269.373	idleblink
1687169275.133	idleblink
1687169278.753	idleblink
1687169283.473	idleblink
1687169286.834	idleblink
1687169292.733	idleblink
1687169295.153	idleblink
1687169298.514	idleblink
1687169301.453	idleblink
1687169304.153	idleblink
1687169307.753	idleblink
1687169314.654	idleblink

1687169575.688	idleblink
1687169580.007	idleblink
1687169583.928	idleblink
1687169586.527	idleblink
1687169591.947	idleblink
1687169594.587	idleblink
1687169599.067	idleblink
1687169601.627	idleblink
1687169605.587	idleblink
1687169609.427	idleblink
1687169612.988	idleblink
1687169617.147	idleblink
1687169624.107	idleblink
1687169627.687	idleblink
1687169632.088	idleblink
1687169636.347	idleblink
1687169641.224	look	900	1000	45
1687169641.428	idleblink
1687169645.967	idleblink
1687169648.947	idleblink
1687169653.767	idleblink
1687169656.567	idleblink
1687169659.967	idleblink
1687169665.387	idleblink
1687169670.088	idleblink
1687169673.667	idleblink
1687169677.087	idleblink
1687169681.287	idleblink
1687169686.728	idleblink
1687169690.227	idleblink
1687169695.468	idleblink
1687169700.208	idleblink
1687169703.408	idleblink
1687169707.427	idleblink
1687169711.208	idleblink
1687169715.107	idleblink
1687169722.087	idleblink
1687169727.188	idleblink
1687169730.987	idleblink
1687169734.307	idleblink
1687169737.987	idleblink
1687169742.307	idleblink
1687169747.788	idleblink
1687169748.603	look	900	1000	45
1687169750.587	idleblink
1687169752.528	idleblink
1687169754.088	idleblink
1687169758.268	idleblink
1687169762.608	idleblink
1687169765.307	idleblink
1687169768.787	idleblink
1687169770.387	idleblink
1687169774.187	idleblink
1687169776.807	idleblink
1687169777.379	gazeblink
1687169782.288	idleblink
1687169785.428	idleblink
1687169790.787	idleblink
1687169794.848	idleblink
1687169797.147	idleblink
1687169801.407	idleblink
1687169804.047	idleblink
1687169805.567	idleblink
1687169809.407	idleblink
1687169812.647	idleblink
1687169818.728	idleblink
1687169823.828	idleblink
1687169829.468	idleblink
1687169833.327	idleblink
1687169836.907	idleblink
1687169839.187	idleblink
1687169844.748	idleblink
1687169851.648	idleblink
1687169854.928	idleblink
1687169859.067	idleblink
1687169864.187	idleblink
1687169867.867	idleblink
1687169872.307	idleblink
1687169877.527	idleblink

1687169896.205	idleblink
1687169900.345	idleblink
1687169902.506	idleblink

1687169932.169	idleblink
1687169937.148	idleblink
1687169942.629	idleblink
1687169949.388	idleblink
1687169954.289	idleblink
1687169958.909	idleblink
1687169962.449	idleblink
1687169964.489	idleblink
1687169969.069	idleblink
1687169970.569	idleblink
1687169974.969	idleblink
1687169978.809	idleblink
1687169983.089	idleblink
1687169988.629	idleblink
1687169994.069	idleblink
1687169997.309	idleblink
1687170002.769	idleblink
1687170005.589	idleblink
1687170010.128	idleblink
1687170019.656	idleblink
1687170021.996	idleblink

1687170051.499	idleblink
1687170056.499	idleblink
1687170060.119	idleblink
1687170064.540	idleblink
1687170069.039	idleblink
1687170073.319	idleblink
1687170077.079	idleblink
1687170081.479	idleblink
1687170085.879	idleblink
1687170090.299	idleblink
1687170092.019	idleblink
1687170097.680	idleblink
1687170105.939	idleblink
1687170108.589	look	900	1000	45
1687170108.599	gazeblink
1687170111.859	idleblink
1687170116.579	idleblink
1687170121.959	idleblink
1687170124.919	idleblink
1687170127.090	look	900	1000	245
1687170128.059	idleblink
1687170133.619	idleblink
1687170135.139	idleblink
1687170139.240	idleblink
1687170144.079	idleblink
1687170148.679	idleblink
1687170153.080	idleblink
1687170157.539	idleblink
1687170161.559	idleblink
1687170166.740	idleblink
1687170169.439	idleblink
1687170173.819	idleblink
1687170177.899	idleblink
1687170181.239	idleblink
1687170186.460	idleblink
1687170190.899	idleblink
1687170192.961	look	900	1000	345
1687170195.779	idleblink
1687170200.919	idleblink
1687170203.527	look	900	1000	545
1687170205.340	idleblink
1687170210.259	idleblink
1687170212.919	idleblink
1687170215.139	idleblink
1687170219.519	idleblink
1687170223.479	idleblink
1687170228.319	idleblink
1687170232.319	idleblink
1687170235.299	idleblink
1687170240.239	idleblink
1687170245.359	idleblink
1687170250.219	idleblink
1687170254.560	idleblink
1687170260.499	idleblink
1687170261.239	idleblink
1687170263.659	idleblink
1687170266.619	idleblink
1687170270.419	idleblink
1687170275.180	idleblink
1687170277.059	idleblink
1687170278.999	idleblink
1687170285.659	idleblink
1687170286.779	idleblink
1687170290.019	idleblink
1687170293.399	idleblink
1687170297.339	idleblink
1687170301.819	idleblink
1687170305.820	idleblink
1687170312.039	idleblink
1687170313.380	idleblink
1687170315.319	idleblink
1687170318.319	idleblink
1687170322.119	idleblink
1687170324.279	idleblink
1687170328.339	idleblink
1687170332.020	idleblink
1687170335.959	idleblink
1687170340.120	idleblink
1687170345.439	idleblink
1687170347.119	idleblink
1687170350.459	idleblink
1687170353.879	idleblink
1687170357.919	idleblink
1687170362.559	idleblink
1687170366.119	idleblink
1687170373.679	idleblink
1687170378.579	idleblink
1687170381.879	idleblink
1687170383.059	idleblink
1687170386.200	idleblink
1687170389.739	idleblink
1687170393.859	idleblink
1687170397.159	idleblink
1687170401.839	idleblink
1687170404.499	idleblink
1687170409.419	idleblink
1687170413.660	idleblink
1687170417.820	idleblink
1687170423.760	idleblink
1687170429.960	idleblink
1687170434.679	idleblink
1687170439.779	idleblink
1687170441.760	idleblink
1687170445.459	idleblink
1687170452.039	idleblink
1687170455.499	idleblink
1687170458.220	idleblink
1687170462.320	idleblink
1687170464.720	idleblink
1687170467.739	idleblink
1687170472.539	idleblink
1687170477.280	idleblink
1687170480.819	idleblink
1687170485.739	idleblink
1687170492.239	idleblink










1687861074.029	idleblink
1687861079.629	idleblink
1687861082.369	idleblink
1687861086.410	idleblink
1687861089.969	idleblink
1687861094.909	idleblink
1687861099.909	idleblink
1687861105.070	idleblink
1687861110.549	idleblink
1687861113.469	idleblink
1687861115.569	idleblink
1687861119.149	idleblink
